,Year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Department.Of.Labor.Uncleaned.Data,Department.Of.Labor.Cleaned.Low.Value,Department.Of.Labor.Cleaned.Low.Value.2020.Dollars,Department.Of.Labor.Cleaned.High.Value,Department.Of.Labor.Cleaned.High.Value.2020.Dollars,Footnote
619,1979,Mississippi,0.0,0.0,2.9,10.33,2.9,10.33,72.6,...,0.0,0.0,0.0,0.0,
620,1979,Missouri,0.0,0.0,2.9,10.33,2.9,10.33,72.6,...,0.0,0.0,0.0,0.0,
621,1979,Montana,2.0,7.13,2.9,10.33,2.9,10.33,72.6,2,2.0,7.13,2.0,7.13,
622,1979,Nebraska,1.6,5.7,2.9,10.33,2.9,10.33,72.6,1.6,1.6,5.7,1.6,5.7,
623,1979,Nevada,2.75,9.8,2.9,10.33,2.9,10.33,72.6,2.75,2.75,9.8,2.75,9.8,
624,1979,New Hampshire,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
625,1979,New Jersey,2.5,8.91,2.9,10.33,2.9,10.33,72.6,2.5,2.5,8.91,2.5,8.91,
626,1979,New Mexico,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
627,1979,New York,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
628,1979,North Carolina,2.5,8.91,2.9,10.33,2.9,10.33,72.6,2.5,2.5,8.91,2.5,8.91,
629,1979,North Dakota,2.1,7.48,2.9,10.33,2.9,10.33,72.6,2.10 - 2.30,2.1,7.48,2.3,8.19,
630,1979,Ohio,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
631,1979,Oklahoma,2.0,7.13,2.9,10.33,2.9,10.33,72.6,2,2.0,7.13,2.0,7.13,
632,1979,Oregon,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
633,1979,Pennsylvania,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
634,1979,Puerto Rico,1.2,4.28,2.9,10.33,2.9,10.33,72.6,1.20 - 2.50,1.2,4.28,2.5,8.91,
635,1979,Rhode Island,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
636,1979,South Carolina,0.0,0.0,2.9,10.33,2.9,10.33,72.6,...,0.0,0.0,0.0,0.0,
637,1979,South Dakota,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
638,1979,Tennessee,0.0,0.0,2.9,10.33,2.9,10.33,72.6,...,0.0,0.0,0.0,0.0,
639,1979,Texas,1.4,4.99,2.9,10.33,2.9,10.33,72.6,1.4,1.4,4.99,1.4,4.99,
640,1979,U.S. Virgin Islands,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
641,1979,Utah,2.2,7.84,2.9,10.33,2.9,10.33,72.6,2.20 - 2.45(b),2.2,7.84,2.45,8.73,(b)
642,1979,Vermont,2.9,10.33,2.9,10.33,2.9,10.33,72.6,2.9,2.9,10.33,2.9,10.33,
643,1979,Virginia,2.35,8.37,2.9,10.33,2.9,10.33,72.6,2.35,2.35,8.37,2.35,8.37,
644,1979,Washington,2.3,8.19,2.9,10.33,2.9,10.33,72.6,2.3,2.3,8.19,2.3,8.19,
645,1979,West Virginia,2.2,7.84,2.9,10.33,2.9,10.33,72.6,2.2,2.2,7.84,2.2,7.84,
646,1979,Wisconsin,2.8,9.98,2.9,10.33,2.9,10.33,72.6,2.8,2.8,9.98,2.8,9.98,
647,1979,Wyoming,1.6,5.7,2.9,10.33,2.9,10.33,72.6,1.6,1.6,5.7,1.6,5.7,
648,1980,Alabama,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
649,1980,Alaska,3.6,11.3,3.1,9.73,3.6,11.3,82.4,3.6,3.6,11.3,3.6,11.3,
650,1980,Arizona,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
651,1980,Arkansas,2.55,8.0,3.1,9.73,3.1,9.73,82.4,2.55,2.55,8.0,2.55,8.0,
652,1980,California,2.9,9.1,3.1,9.73,3.1,9.73,82.4,2.9,2.9,9.1,2.9,9.1,
653,1980,Colorado,1.9,5.96,3.1,9.73,3.1,9.73,82.4,1.9,1.9,5.96,1.9,5.96,
654,1980,Connecticut,3.12,9.79,3.1,9.73,3.12,9.79,82.4,3.12,3.12,9.79,3.12,9.79,
655,1980,Delaware,2.0,6.28,3.1,9.73,3.1,9.73,82.4,2,2.0,6.28,2.0,6.28,
656,1980,District of Columbia,2.5,7.85,3.1,9.73,3.1,9.73,82.4,2.50 - 3.50,2.5,7.85,3.5,10.99,
657,1980,Florida,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
658,1980,Georgia,1.25,3.92,3.1,9.73,3.1,9.73,82.4,1.25,1.25,3.92,1.25,3.92,
659,1980,Guam,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
660,1980,Hawaii,2.9,9.1,3.1,9.73,3.1,9.73,82.4,2.9,2.9,9.1,2.9,9.1,
661,1980,Idaho,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
662,1980,Illinois,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
663,1980,Indiana,2.0,6.28,3.1,9.73,3.1,9.73,82.4,2,2.0,6.28,2.0,6.28,
664,1980,Iowa,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
665,1980,Kansas,1.6,5.02,3.1,9.73,3.1,9.73,82.4,1.6,1.6,5.02,1.6,5.02,
666,1980,Kentucky,2.15,6.75,3.1,9.73,3.1,9.73,82.4,2.15,2.15,6.75,2.15,6.75,
667,1980,Louisiana,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
668,1980,Maine,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
669,1980,Maryland,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
670,1980,Massachusetts,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
671,1980,Michigan,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
672,1980,Minnesota,2.9,9.1,3.1,9.73,3.1,9.73,82.4,2.9,2.9,9.1,2.9,9.1,
673,1980,Mississippi,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
674,1980,Missouri,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
675,1980,Montana,2.0,6.28,3.1,9.73,3.1,9.73,82.4,2,2.0,6.28,2.0,6.28,
676,1980,Nebraska,1.6,5.02,3.1,9.73,3.1,9.73,82.4,1.6,1.6,5.02,1.6,5.02,
677,1980,Nevada,2.75,8.63,3.1,9.73,3.1,9.73,82.4,2.75,2.75,8.63,2.75,8.63,
678,1980,New Hampshire,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
679,1980,New Jersey,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
680,1980,New Mexico,2.65,8.32,3.1,9.73,3.1,9.73,82.4,2.65,2.65,8.32,2.65,8.32,
681,1980,New York,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
682,1980,North Carolina,2.75,8.63,3.1,9.73,3.1,9.73,82.4,2.75,2.75,8.63,2.75,8.63,
683,1980,North Dakota,2.6,8.16,3.1,9.73,3.1,9.73,82.4,2.60 - 3.10,2.6,8.16,3.1,9.73,
684,1980,Ohio,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
685,1980,Oklahoma,2.0,6.28,3.1,9.73,3.1,9.73,82.4,2,2.0,6.28,2.0,6.28,
686,1980,Oregon,2.9,9.1,3.1,9.73,3.1,9.73,82.4,2.9,2.9,9.1,2.9,9.1,
687,1980,Pennsylvania,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
688,1980,Puerto Rico,1.2,3.77,3.1,9.73,3.1,9.73,82.4,1.20 - 2.50,1.2,3.77,2.5,7.85,
689,1980,Rhode Island,2.65,8.32,3.1,9.73,3.1,9.73,82.4,2.65,2.65,8.32,2.65,8.32,
690,1980,South Carolina,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
691,1980,South Dakota,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
692,1980,Tennessee,0.0,0.0,3.1,9.73,3.1,9.73,82.4,...,0.0,0.0,0.0,0.0,
693,1980,Texas,1.4,4.39,3.1,9.73,3.1,9.73,82.4,1.4,1.4,4.39,1.4,4.39,
694,1980,U.S. Virgin Islands,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
695,1980,Utah,2.35,7.38,3.1,9.73,3.1,9.73,82.4,2.35 - 2.60(b),2.35,7.38,2.6,8.16,(b)
696,1980,Vermont,3.1,9.73,3.1,9.73,3.1,9.73,82.4,3.1,3.1,9.73,3.1,9.73,
697,1980,Virginia,2.35,7.38,3.1,9.73,3.1,9.73,82.4,2.35,2.35,7.38,2.35,7.38,
698,1980,Washington,2.3,7.22,3.1,9.73,3.1,9.73,82.4,2.3,2.3,7.22,2.3,7.22,
699,1980,West Virginia,2.2,6.91,3.1,9.73,3.1,9.73,82.4,2.2,2.2,6.91,2.2,6.91,
700,1980,Wisconsin,3.0,9.42,3.1,9.73,3.1,9.73,82.4,3,3.0,9.42,3.0,9.42,
701,1980,Wyoming,1.6,5.02,3.1,9.73,3.1,9.73,82.4,1.6,1.6,5.02,1.6,5.02,
702,1981,Alabama,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
703,1981,Alaska,3.85,10.96,3.35,9.53,3.85,10.96,90.9,3.85,3.85,10.96,3.85,10.96,
704,1981,Arizona,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
705,1981,Arkansas,2.7,7.68,3.35,9.53,3.35,9.53,90.9,2.7,2.7,7.68,2.7,7.68,
706,1981,California,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
707,1981,Colorado,1.9,5.41,3.35,9.53,3.35,9.53,90.9,1.9,1.9,5.41,1.9,5.41,
708,1981,Connecticut,3.37,9.59,3.35,9.53,3.37,9.59,90.9,3.37,3.37,9.59,3.37,9.59,
709,1981,Delaware,2.0,5.69,3.35,9.53,3.35,9.53,90.9,2,2.0,5.69,2.0,5.69,
710,1981,District of Columbia,2.5,7.11,3.35,9.53,3.35,9.53,90.9,2.50 - 3.75,2.5,7.11,3.75,10.67,
711,1981,Florida,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
712,1981,Georgia,1.25,3.56,3.35,9.53,3.35,9.53,90.9,1.25,1.25,3.56,1.25,3.56,
713,1981,Guam,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
714,1981,Hawaii,3.1,8.82,3.35,9.53,3.35,9.53,90.9,3.1,3.1,8.82,3.1,8.82,
715,1981,Idaho,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
716,1981,Illinois,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
717,1981,Indiana,2.0,5.69,3.35,9.53,3.35,9.53,90.9,2,2.0,5.69,2.0,5.69,
718,1981,Iowa,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
719,1981,Kansas,1.6,4.55,3.35,9.53,3.35,9.53,90.9,1.6,1.6,4.55,1.6,4.55,
720,1981,Kentucky,2.15,6.12,3.35,9.53,3.35,9.53,90.9,2.15,2.15,6.12,2.15,6.12,
721,1981,Louisiana,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
722,1981,Maine,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
723,1981,Maryland,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
724,1981,Massachusetts,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
725,1981,Michigan,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
726,1981,Minnesota,3.1,8.82,3.35,9.53,3.35,9.53,90.9,3.1,3.1,8.82,3.1,8.82,
727,1981,Mississippi,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
728,1981,Missouri,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
729,1981,Montana,2.0,5.69,3.35,9.53,3.35,9.53,90.9,2,2.0,5.69,2.0,5.69,
730,1981,Nebraska,1.6,4.55,3.35,9.53,3.35,9.53,90.9,1.6,1.6,4.55,1.6,4.55,
731,1981,Nevada,2.75,7.83,3.35,9.53,3.35,9.53,90.9,2.75,2.75,7.83,2.75,7.83,
732,1981,New Hampshire,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
733,1981,New Jersey,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
734,1981,New Mexico,2.9,8.25,3.35,9.53,3.35,9.53,90.9,2.9,2.9,8.25,2.9,8.25,
735,1981,New York,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
736,1981,North Carolina,2.9,8.25,3.35,9.53,3.35,9.53,90.9,2.9,2.9,8.25,2.9,8.25,
737,1981,North Dakota,2.8,7.97,3.35,9.53,3.35,9.53,90.9,2.80 - 3.10,2.8,7.97,3.1,8.82,
738,1981,Ohio,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
739,1981,Oklahoma,3.1,8.82,3.35,9.53,3.35,9.53,90.9,3.1,3.1,8.82,3.1,8.82,
740,1981,Oregon,3.1,8.82,3.35,9.53,3.35,9.53,90.9,3.1,3.1,8.82,3.1,8.82,
741,1981,Pennsylvania,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
742,1981,Puerto Rico,1.2,3.41,3.35,9.53,3.35,9.53,90.9,1.20 - 3.10,1.2,3.41,3.1,8.82,
743,1981,Rhode Island,2.9,8.25,3.35,9.53,3.35,9.53,90.9,2.9,2.9,8.25,2.9,8.25,
744,1981,South Carolina,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
745,1981,South Dakota,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
746,1981,Tennessee,0.0,0.0,3.35,9.53,3.35,9.53,90.9,...,0.0,0.0,0.0,0.0,
747,1981,Texas,1.4,3.98,3.35,9.53,3.35,9.53,90.9,1.4,1.4,3.98,1.4,3.98,
748,1981,U.S. Virgin Islands,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
749,1981,Utah,2.5,7.11,3.35,9.53,3.35,9.53,90.9,2.50 - 2.75(b),2.5,7.11,2.75,7.83,(b)
750,1981,Vermont,3.35,9.53,3.35,9.53,3.35,9.53,90.9,3.35,3.35,9.53,3.35,9.53,
751,1981,Virginia,2.65,7.54,3.35,9.53,3.35,9.53,90.9,2.65,2.65,7.54,2.65,7.54,
752,1981,Washington,2.3,6.54,3.35,9.53,3.35,9.53,90.9,2.3,2.3,6.54,2.3,6.54,
753,1981,West Virginia,2.75,7.83,3.35,9.53,3.35,9.53,90.9,2.75,2.75,7.83,2.75,7.83,
754,1981,Wisconsin,3.25,9.25,3.35,9.53,3.35,9.53,90.9,3.25,3.25,9.25,3.25,9.25,
755,1981,Wyoming,1.6,4.55,3.35,9.53,3.35,9.53,90.9,1.6,1.6,4.55,1.6,4.55,
756,1982,Alabama,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
757,1982,Alaska,3.85,10.32,3.35,8.98,3.85,10.32,96.5,3.85,3.85,10.32,3.85,10.32,
758,1982,Arizona,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
759,1982,Arkansas,2.7,7.24,3.35,8.98,3.35,8.98,96.5,2.7,2.7,7.24,2.7,7.24,
760,1982,California,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
761,1982,Colorado,1.9,5.09,3.35,8.98,3.35,8.98,96.5,1.9,1.9,5.09,1.9,5.09,
762,1982,Connecticut,3.37,9.03,3.35,8.98,3.37,9.03,96.5,3.37,3.37,9.03,3.37,9.03,
763,1982,Delaware,2.0,5.36,3.35,8.98,3.35,8.98,96.5,2,2.0,5.36,2.0,5.36,
764,1982,District of Columbia,2.5,6.7,3.35,8.98,3.35,8.98,96.5,2.50 - 3.75,2.5,6.7,3.75,10.05,
765,1982,Florida,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
766,1982,Georgia,1.25,3.35,3.35,8.98,3.35,8.98,96.5,1.25,1.25,3.35,1.25,3.35,
767,1982,Guam,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
768,1982,Hawaii,3.1,8.31,3.35,8.98,3.35,8.98,96.5,3.1,3.1,8.31,3.1,8.31,
769,1982,Idaho,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
770,1982,Illinois,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
771,1982,Indiana,2.0,5.36,3.35,8.98,3.35,8.98,96.5,2,2.0,5.36,2.0,5.36,
772,1982,Iowa,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
773,1982,Kansas,1.6,4.29,3.35,8.98,3.35,8.98,96.5,1.6,1.6,4.29,1.6,4.29,
774,1982,Kentucky,2.15,5.76,3.35,8.98,3.35,8.98,96.5,2.15,2.15,5.76,2.15,5.76,
775,1982,Louisiana,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
776,1982,Maine,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
777,1982,Maryland,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
778,1982,Massachusetts,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
779,1982,Michigan,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
780,1982,Minnesota,3.1,8.31,3.35,8.98,3.35,8.98,96.5,3.1,3.1,8.31,3.1,8.31,
781,1982,Mississippi,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
782,1982,Missouri,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
783,1982,Montana,2.0,5.36,3.35,8.98,3.35,8.98,96.5,2,2.0,5.36,2.0,5.36,
784,1982,Nebraska,1.6,4.29,3.35,8.98,3.35,8.98,96.5,1.6,1.6,4.29,1.6,4.29,
785,1982,Nevada,2.75,7.37,3.35,8.98,3.35,8.98,96.5,2.75,2.75,7.37,2.75,7.37,
786,1982,New Hampshire,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
787,1982,New Jersey,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
788,1982,New Mexico,2.9,7.77,3.35,8.98,3.35,8.98,96.5,2.9,2.9,7.77,2.9,7.77,
789,1982,New York,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
790,1982,North Carolina,2.9,7.77,3.35,8.98,3.35,8.98,96.5,2.9,2.9,7.77,2.9,7.77,
791,1982,North Dakota,2.8,7.51,3.35,8.98,3.35,8.98,96.5,2.80 - 3.10,2.8,7.51,3.1,8.31,
792,1982,Ohio,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
793,1982,Oklahoma,3.1,8.31,3.35,8.98,3.35,8.98,96.5,3.1,3.1,8.31,3.1,8.31,
794,1982,Oregon,3.1,8.31,3.35,8.98,3.35,8.98,96.5,3.1,3.1,8.31,3.1,8.31,
795,1982,Pennsylvania,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
796,1982,Puerto Rico,1.2,3.22,3.35,8.98,3.35,8.98,96.5,1.20 - 3.10,1.2,3.22,3.1,8.31,
797,1982,Rhode Island,2.9,7.77,3.35,8.98,3.35,8.98,96.5,2.9,2.9,7.77,2.9,7.77,
798,1982,South Carolina,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
799,1982,South Dakota,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
800,1982,Tennessee,0.0,0.0,3.35,8.98,3.35,8.98,96.5,...,0.0,0.0,0.0,0.0,
801,1982,Texas,1.4,3.75,3.35,8.98,3.35,8.98,96.5,1.4,1.4,3.75,1.4,3.75,
802,1982,U.S. Virgin Islands,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
803,1982,Utah,2.5,6.7,3.35,8.98,3.35,8.98,96.5,2.50 - 2.75(b),2.5,6.7,2.75,7.37,(b)
804,1982,Vermont,3.35,8.98,3.35,8.98,3.35,8.98,96.5,3.35,3.35,8.98,3.35,8.98,
805,1982,Virginia,2.65,7.1,3.35,8.98,3.35,8.98,96.5,2.65,2.65,7.1,2.65,7.1,
806,1982,Washington,2.3,6.16,3.35,8.98,3.35,8.98,96.5,2.3,2.3,6.16,2.3,6.16,
807,1982,West Virginia,2.75,7.37,3.35,8.98,3.35,8.98,96.5,2.75,2.75,7.37,2.75,7.37,
808,1982,Wisconsin,3.25,8.71,3.35,8.98,3.35,8.98,96.5,3.25,3.25,8.71,3.25,8.71,
809,1982,Wyoming,1.6,4.29,3.35,8.98,3.35,8.98,96.5,1.6,1.6,4.29,1.6,4.29,
810,1983,Alabama,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
811,1983,Alaska,3.85,10.0,3.35,8.7,3.85,10.0,99.6,3.85,3.85,10.0,3.85,10.0,
812,1983,Arizona,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
813,1983,Arkansas,2.7,7.01,3.35,8.7,3.35,8.7,99.6,2.7,2.7,7.01,2.7,7.01,
814,1983,California,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
815,1983,Colorado,1.9,4.93,3.35,8.7,3.35,8.7,99.6,1.9,1.9,4.93,1.9,4.93,
816,1983,Connecticut,3.37,8.75,3.35,8.7,3.37,8.75,99.6,3.37,3.37,8.75,3.37,8.75,
817,1983,Delaware,2.0,5.19,3.35,8.7,3.35,8.7,99.6,2,2.0,5.19,2.0,5.19,
818,1983,District of Columbia,2.5,6.49,3.35,8.7,3.35,8.7,99.6,2.50 - 3.75,2.5,6.49,3.75,9.74,
819,1983,Florida,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
820,1983,Georgia,1.25,3.25,3.35,8.7,3.35,8.7,99.6,1.25,1.25,3.25,1.25,3.25,
821,1983,Guam,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
822,1983,Hawaii,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
823,1983,Idaho,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
824,1983,Illinois,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
825,1983,Indiana,2.0,5.19,3.35,8.7,3.35,8.7,99.6,2,2.0,5.19,2.0,5.19,
826,1983,Iowa,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
827,1983,Kansas,1.6,4.16,3.35,8.7,3.35,8.7,99.6,1.6,1.6,4.16,1.6,4.16,
828,1983,Kentucky,2.15,5.58,3.35,8.7,3.35,8.7,99.6,2.15,2.15,5.58,2.15,5.58,
829,1983,Louisiana,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
830,1983,Maine,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
831,1983,Maryland,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
832,1983,Massachusetts,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
833,1983,Michigan,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
834,1983,Minnesota,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
835,1983,Mississippi,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
836,1983,Missouri,0.0,0.0,3.35,8.7,3.35,8.7,99.6,...,0.0,0.0,0.0,0.0,
837,1983,Montana,2.0,5.19,3.35,8.7,3.35,8.7,99.6,2,2.0,5.19,2.0,5.19,
838,1983,Nebraska,1.6,4.16,3.35,8.7,3.35,8.7,99.6,1.6,1.6,4.16,1.6,4.16,
839,1983,Nevada,2.75,7.14,3.35,8.7,3.35,8.7,99.6,2.75,2.75,7.14,2.75,7.14,
840,1983,New Hampshire,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
841,1983,New Jersey,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
842,1983,New Mexico,2.9,7.53,3.35,8.7,3.35,8.7,99.6,2.9,2.9,7.53,2.9,7.53,
843,1983,New York,3.35,8.7,3.35,8.7,3.35,8.7,99.6,3.35,3.35,8.7,3.35,8.7,
844,1983,North Carolina,2.9,7.53,3.35,8.7,3.35,8.7,99.6,2.9,2.9,7.53,2.9,7.53,
845,1983,North Dakota,2.8,7.27,3.35,8.7,3.35,8.7,99.6,2.80 - 3.10,2.8,7.27,3.1,8.05,
846,1983,Ohio,2.3,5.97,3.35,8.7,3.35,8.7,99.6,2.3,2.3,5.97,2.3,5.97,
847,1983,Oklahoma,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
848,1983,Oregon,3.1,8.05,3.35,8.7,3.35,8.7,99.6,3.1,3.1,8.05,3.1,8.05,
